Var1,Var2,Var3,Var4
699.8,22.2456327,10491.5898,471.714126
699.9,31.6670486,14815.6344,468.090746
700,47.6428703,22008.434,461.947855
700.1,49.2313304,22711.7109,461.327901
700.2,46.9994791,21720.0605,462.175013
700.3,39.2456037,18254.2889,465.143611
700.4,44.1365317,20444.9082,463.256901
700.5,51.5883001,23750.5081,460.385555
700.6,51.5664814,23740.3469,460.3833
700.7,51.5316127,23724.4363,460.386063
700.8,51.5293588,23722.8958,460.376306
700.9,51.5401653,23727.1095,460.361532
701,51.5389223,23726.0143,460.351384
701.1,51.5271457,23720.2785,460.345283
701.2,51.5061629,23710.4871,460.34272
701.3,51.478509,23697.7571,460.342724
701.4,51.4663336,23691.8467,460.336789
701.5,51.478736,23696.7646,460.321415
701.6,51.484749,23698.8672,460.308493
701.7,51.4849494,23698.4091,460.297803
701.8,51.4800045,23695.6844,460.289088
701.9,51.4704729,23690.9392,460.282137
702,51.45684,23684.3877,460.276763
702.1,51.4397041,23676.2934,460.272737
702.2,51.6003611,23746.3487,460.200424
702.3,53.9111646,24761.5165,459.302199
702.4,53.9192135,24764.4474,459.287994
702.5,53.9243925,24766.1194,459.274889
702.6,53.9269633,24766.6474,459.262785
702.7,52.7945291,24262.5384,459.68664
702.8,35.3755453,16462.0895,466.366441
702.9,0.50442597,242,479.753253
703,0.504426079,242,479.753149
703.1,0.504426189,242,479.753045
703.2,0.504426298,242,479.752941
703.3,0.504426408,242,479.752837
703.4,0.504426517,242,479.752733
703.5,0.504426626,242,479.752629
703.6,0.504426736,242,479.752525
703.7,0.504426845,242,479.752421
703.8,0.504426955,242,479.752317
703.9,0.504427064,242,479.752213
704,0.504427173,242,479.752109
704.1,0.504427283,242,479.752005
704.2,0.504427392,242,479.7519
704.3,0.504427501,242,479.751796
704.4,0.504427611,242,479.751692
704.5,0.50442772,242,479.751588
704.6,0.50442783,242,479.751484
704.7,0.504427939,242,479.75138
704.8,0.504428048,242,479.751276
704.9,0.717575262,343.971752,479.669302
705,3.7162025,1778.01358,478.517372
705.1,7.08831013,3381.72292,477.221369
705.2,13.6695988,6485.23379,474.692014
705.3,25.6595766,12057.8591,470.083809
705.4,37.8551005,17617.4398,465.394181
705.5,36.9210511,17156.6721,465.745149
705.6,0.5044554,242,479.725264
705.7,0.651651434,312.468448,479.668621
705.8,2.89981081,1387.8896,478.804962
705.9,7.43264716,3545.64158,477.063288
706,10.1295324,4821.88239,476.025874
706.1,11.3104037,5378.8717,475.570209
706.2,12.266372,5828.87738,475.200687
706.3,14.4001805,6830.94161,474.378556
706.4,17.0697565,8079.92057,473.350195
706.5,18.4957016,8744.6952,472.798966
706.6,20.0941425,9487.74305,472.181187
706.7,23.9238062,11259.9459,470.706059
706.8,31.0173345,14511.3308,467.976481
706.9,42.7649132,19819.725,463.457806
707,42.1286407,19528.2566,463.693384
707.1,26.3279793,12363.315,469.753782
707.2,13.4071451,6361.55326,474.711287
707.3,3.16882853,1516.52213,478.641092
707.4,0.504520033,242,479.663808
707.5,0.504520142,242,479.663704
707.6,0.504520252,242,479.663599
707.7,0.504520361,242,479.663495
707.8,0.522910926,250.815843,479.656328
707.9,1.05461364,505.20922,479.451991
708,4.86731908,2326.51639,477.987302
708.1,5.05813536,2417.31052,477.913005
708.2,6.34503493,3029.11699,477.41766
708.3,8.63746071,4115.53909,476.535825
708.4,13.5281759,6418.81229,474.655505
708.5,23.5401481,11078.0825,470.807087
708.6,36.9721269,17213.3234,465.64297
708.7,45.7478454,21146.8327,462.264568
708.8,39.6704786,18426.0669,464.589472
708.9,26.9027825,12629.1064,469.485405
709,19.9458457,9417.32898,472.15204
709.1,17.6032143,8327.06525,473.04774
709.2,15.7802352,7475.79497,473.744323
709.3,15.5397061,7363.23124,473.833458
709.4,15.6303497,7405.50822,473.795438
709.5,14.0688221,6674.09596,474.392003
709.6,15.6662341,7421.3695,473.775532
709.7,21.4696806,10123.5463,471.543181
709.8,25.1798408,11836.7878,470.113671
709.9,30.2606275,14165.0367,468.156935
710,38.3758788,17844.4701,465.033603
710.1,46.0004325,21256.3128,462.097078
710.2,49.4464544,22783.1444,460.763967
710.3,49.4631994,22790.0376,460.747342
710.4,49.449493,22783.4785,460.74241
710.5,49.4062684,22763.8797,460.748818
710.6,49.3613641,22743.5388,460.755881
710.7,49.4712405,22791.5305,460.703501
710.8,50.7383355,23350.0927,460.206608
710.9,51.6358777,23744.8306,459.851399
711,51.6054247,23730.8811,459.852452
711.1,51.584696,23721.2108,459.849775
711.2,51.5970938,23726.1176,459.834379
711.3,51.6001969,23726.9342,459.82255
711.4,51.592416,23722.9617,459.814902
711.5,51.5744861,23714.5239,459.811153
711.6,51.5485946,23702.5833,459.810466
711.7,51.5257871,23692,459.808599
711.8,51.5344809,23695.278,459.794638
711.9,51.5427177,23698.3546,459.78085
712,51.5449905,23698.8069,459.769352
712.1,51.5419006,23696.8997,459.759913
712.2,51.5340022,23692.8771,459.752321
712.3,51.5218045,23686.9633,459.746383
712.4,51.5057943,23679.3723,459.741911
712.5,51.1984361,23543.1508,459.84935
712.6,44.0792652,20333.8692,462.573291
712.7,0.504901665,242,479.301251
712.8,0.504901775,242,479.301147
712.9,0.504901885,242,479.301043
713,0.504901994,242,479.300939
713.1,0.504902104,242,479.300835
713.2,0.504902214,242,479.300731
713.3,0.504902324,242,479.300627
713.4,0.504902433,242,479.300522
713.5,0.504902543,242,479.300418
713.6,0.504902653,242,479.300314
713.7,0.504902762,242,479.30021
713.8,0.504902872,242,479.300106
713.9,0.504902982,242,479.300002
714,0.635442853,304.450657,479.249757
714.1,2.48541185,1189.25187,478.539047
714.2,4.56704436,2181.7938,477.738973
714.3,6.13993398,2929.4817,477.13388
714.4,8.07539639,3846.82667,476.389197
714.5,11.0642448,5257.53187,475.239507
714.6,16.3933,7754.72766,473.190319
714.7,26.0189703,12214.0143,469.48969
714.8,32.4893796,15168.0952,466.999022
714.9,18.8445954,8889.12233,472.233328
715,0.504930621,242,479.273765
715.1,0.504930731,242,479.273661
715.2,0.504930841,242,479.273557
715.3,0.504930951,242,479.273453
715.4,0.50493106,242,479.273348
715.5,0.50493117,242,479.273244
715.6,0.50493128,242,479.27314
715.7,0.504931389,242,479.273036
715.8,0.504931499,242,479.272932
715.9,0.66066106,316.47616,479.213012
716,2.89223985,1383.30864,478.355719
716.1,5.80515255,2770.13846,477.236264
716.2,9.21578962,4385.65171,475.925031
716.3,13.093762,6211.59387,474.43359
716.4,17.7097949,8369.8906,472.657859
716.5,23.3413625,10980.724,470.491105
716.6,30.0752637,14071.3303,467.899781
716.7,35.5584206,16562.6613,465.787484
716.8,35.7155381,16633.0353,465.719804
716.9,31.8709583,14889.6339,467.189156
717,29.707603,13903.5531,468.013538
717.1,29.1742569,13659.7406,468.212273
717.2,28.6058767,13399.5511,468.424576
717.3,26.1153919,12257.5557,469.375281
717.4,22.3737346,10533.4609,470.80708
717.5,18.7148013,8834.5919,472.207875
717.6,8.55499123,4071.17441,476.106431
717.7,0.505011836,242,479.196689
717.8,0.505011946,242,479.196585
717.9,0.505012056,242,479.196481
718,0.505012165,242,479.196377
718.1,0.505012275,242,479.196273
718.2,0.505012385,242,479.196169
718.3,0.787670542,376.963788,479.087495
718.4,5.0316315,2400.78597,477.457214
718.5,13.2745377,6292.14745,474.290051
718.6,25.7997384,12105.952,469.476346
718.7,37.9373235,17599.9106,464.808944
718.8,3.88224759,1854.9189,477.881783
718.9,0.505031342,242,479.178181
719,0.505031452,242,479.178077
719.1,0.505031562,242,479.177973
719.2,0.715077278,342.371001,479.09719
719.3,3.76529889,1799.02888,477.925443
719.4,8.34516869,3972.66055,476.165525
719.5,14.8422646,7028.39982,473.66825
719.6,23.4898107,11046.432,470.343641
719.7,31.4592564,14700.193,467.27771
719.8,30.8801787,14427.6653,467.49365
719.9,12.8344723,6084.42852,474.418695
720,0.591712517,283.462897,479.118531
720.1,2.02589039,969.055144,478.567537
720.2,6.30492513,3006.55122,476.923529
720.3,10.3199122,4905.53452,475.38006
720.4,14.067767,6666.71931,473.93837
720.5,18.8339396,8890.28294,472.104769
720.6,26.1146347,12253.7602,469.304349
720.7,34.8380083,16230.9121,465.948291
720.8,42.8720552,19843.2695,462.855207
720.9,45.4875135,21006.8948,461.841763
721,38.9383715,18080.4197,464.347931
721.1,34.3704003,16019.3735,466.094476
721.2,30.2136001,14130.3531,467.68403
721.3,28.7992238,13484.3717,468.221068
721.4,30.047508,14054.0479,467.735661
721.5,33.2159065,15495.1646,466.512475
721.6,37.501512,17432.4736,464.859514
721.7,41.8523804,19384.3741,463.180601
721.8,47.3092322,21813.046,461.075979
721.9,49.209871,22653.0794,460.336185
722,49.5989911,22824.2939,460.176579
722.1,49.3903355,22731.6429,460.246499
722.2,47.0581967,21698.179,461.132099
722.3,38.8613929,18041.9377,464.270815
722.4,35.6409055,16590.6902,465.499803
722.5,30.4336453,14206.9112,467.492431
722.6,3.48662051,1663.47385,477.837412
722.7,8.70923447,4141.54903,475.83044
722.8,13.9373169,6601.21012,473.820522
722.9,17.6887474,8355.09397,472.376713
723,20.0095475,9433.72513,471.48164
723.1,21.9888585,10350.1923,470.717256
723.2,23.8038702,11187.9,470.015571
723.3,25.7309017,12074.3506,469.270485
723.4,27.8180119,13031.3033,468.463515
723.5,29.8099165,13941.5354,467.692684
723.6,31.727464,14814.7873,466.950003
723.7,33.628176,15677.5699,466.213393
723.8,35.4281468,16492.0493,465.515086
723.9,36.9588799,17182.7356,464.919823
724,37.9354926,17622.3986,464.537084
724.1,38.4683142,17861.7671,464.324605
724.2,38.5345915,17891.2689,464.291218
724.3,38.0856325,17689.0533,464.45572
724.4,37.4006887,17380.4621,464.710958
724.5,36.9857622,17193.2956,464.862622
724.6,36.5619796,17001.9372,465.017774
724.7,36.7251209,17075.2031,464.947574
724.8,36.756574,17089.135,464.927922
724.9,37.4388012,17396.015,464.658299
725,39.5364237,18338.1776,463.844877
725.1,43.8587806,20267.4347,462.176496
725.2,47.8360907,22034.5193,460.639758
725.3,49.3350679,22696.7659,460.054135
725.4,49.0587116,22574.2911,460.150114
725.5,44.7301973,20652.094,461.802596
725.6,37.0431205,17209.1815,464.746004
725.7,29.6568362,13862.5949,467.575463
725.8,24.0550783,11297.0359,469.721001
725.9,21.2465803,10002.6141,470.794795
726,21.1017645,9935.62911,470.846039
726.1,22.8987205,10765.2353,470.151473
726.2,26.2220478,12293.3194,468.870252
726.3,30.632151,14308.2662,467.170912
726.4,34.8217298,16210.1327,465.555367
726.5,15.9051085,7398.88914,472.814121
726.6,0.505508501,242,478.725876
726.7,0.505508611,242,478.725772
726.8,0.505508721,242,478.725667
726.9,0.505508831,242,478.725563
727,0.505508941,242,478.725459
727.1,0.505509052,242,478.725355
727.2,0.505509162,242,478.72525
727.3,0.505509272,242,478.725146
727.4,0.505509382,242,478.725042
727.5,0.505509492,242,478.724938
727.6,0.505509602,242,478.724833
727.7,0.505509712,242,478.724729
727.8,0.505509822,242,478.724625
727.9,0.795368376,380.649552,478.613185
728,2.35637128,1125.85661,478.013435
728.1,4.2204607,2014.20167,477.296947
728.2,5.75264383,2742.10008,476.707561
728.3,8.24098066,3919.695,475.750597
728.4,12.3678017,5862.16414,474.163773
728.5,18.2786514,8621.27451,471.890848
728.6,27.0218015,12650.5749,468.528809
728.7,39.0573981,18101.9082,463.900329
728.8,40.4839074,18752.6617,463.344351
728.9,30.5109107,14240.6002,467.166664
729,21.9469607,10321.4121,470.449813
729.1,18.9520297,8937.65706,471.595651
729.2,20.5213448,9664.34432,470.988965
729.3,24.7778599,11627.0981,469.349794
729.4,27.6474036,12945.5407,468.242486
729.5,28.4687116,13321.0928,467.92132
729.6,29.9541882,13998.4675,467.344875
729.7,33.5219031,15618.168,465.968329
729.8,38.3011122,17774.2338,464.12571
729.9,41.4233271,19175.3307,462.918562
730,43.6612613,20173.0658,462.050425
730.1,47.0393855,21671.6194,460.743876
730.2,49.2318312,22641.2562,459.892054
730.3,49.5784392,22793.6265,459.748772
730.4,49.5680996,22788.5631,459.742522
730.5,49.5599646,22784.4716,459.735429
730.6,49.522031,22767.2477,459.739782
730.7,49.484238,22750.0859,459.74409
730.8,49.482509,22748.8191,459.734553
730.9,50.6378938,23256.6159,459.280565
731,51.6388574,23696.3245,458.885653
731.1,51.7230827,23732.7566,458.842656
731.2,51.703926,23723.7959,458.839352
731.3,51.7079063,23724.992,458.827164
731.4,23.4096927,10764.3417,469.685935
731.5,1.21598821,581.234689,478.20578
731.6,0.505770036,242,478.478326
731.7,0.505770146,242,478.478222
731.8,0.505770256,242,478.478117
731.9,0.505770367,242,478.478013
732,0.505770477,242,478.477909
732.1,0.505770587,242,478.477804
732.2,0.505770697,242,478.4777
732.3,0.505770808,242,478.477596
732.4,0.505770918,242,478.477491
732.5,0.505771028,242,478.477387
732.6,0.505771138,242,478.477283
732.7,0.505771249,242,478.477178
732.8,0.505771359,242,478.477074
732.9,0.505771469,242,478.47697
733,0.736839696,352.479944,478.388112
733.1,0.84447341,403.949754,478.346617
733.2,0.629816608,301.314601,478.428893
733.3,0.564709028,270.18616,478.453772
733.4,1.50434905,718.987124,478.092737
733.5,3.82356715,1823.82986,477.201608
733.6,6.84626406,3258.17328,476.039792
733.7,9.82008815,4662.75182,474.896126
733.8,12.6192322,5978.51594,473.818942
733.9,15.5212015,7336.04212,472.701685
734,17.9679584,8476.15397,471.758678
734.1,19.7717817,9313.48278,471.06212
734.2,21.394971,10064.6883,470.434572
734.3,22.713945,10673.7023,469.92354
734.4,23.7283251,11141.0562,469.529231
734.5,24.260854,11386.0942,469.319793
734.6,24.2529174,11382.324,469.31784
734.7,24.0542317,11290.7915,469.389156
734.8,24.9668312,11709.9914,469.033665
734.9,30.7519556,14347.9004,466.806434
735,33.6857399,15686.3445,465.673219
735.1,14.4620991,6741.6944,473.050134
735.2,0.505844602,242,478.407793
735.3,0.505844713,242,478.407689
735.4,0.505844823,242,478.407585
735.5,0.505844933,242,478.40748
735.6,0.505845044,242,478.407376
735.7,0.505845154,242,478.407272
735.8,0.505845264,242,478.407167
735.9,0.505845375,242,478.407063
736,0.505845485,242,478.406959
736.1,0.598515739,286.310247,478.37126
736.2,1.43069853,683.779822,478.051492
736.3,2.84769461,1359.5881,477.506925
736.4,5.25311376,2502.63621,476.582409
736.5,9.18000998,4359.22847,475.072993
736.6,13.0206367,6165.48727,473.595904
736.7,16.3027372,7699.31084,472.332555
736.8,19.7683513,9309.61906,470.998041
736.9,22.9201825,10766.7788,469.783338
737,24.9740568,11712.3642,468.989713
737.1,26.6296713,12471.6707,468.348638
737.2,28.2530439,13214.2867,467.719606
737.3,32.0107925,14922.8864,466.270419
737.4,36.9739311,17167.1222,464.357463
737.5,40.8784253,18919.5008,462.850113
737.6,43.6586017,20159.884,461.773811
737.7,45.766123,21095.7781,460.955306
737.8,47.2723042,21762.4915,460.367342
737.9,48.3094678,22220.3014,459.959219
738,48.7906116,22432.1865,459.764451
738.1,49.1162975,22575.268,459.629296
738.2,49.2635295,22639.6761,459.562619
738.3,49.2567502,22636.1887,459.555067
738.4,49.5252591,22753.9547,459.441778
738.5,49.6682189,22816.4201,459.376657
738.6,49.6205621,22794.9282,459.384723
738.7,49.6079123,22788.8506,459.379352
738.8,49.5889292,22779.9846,459.376417
738.9,49.5442249,22759.7926,459.383365
739,49.5203923,22748.792,459.382306
739.1,49.5259409,22750.7298,459.369966
739.2,50.8267204,23321.8652,458.860123
739.3,51.784924,23742.4346,458.481596
739.4,51.7543371,23728.4666,458.482669
739.5,51.7438468,23723.3134,458.476029
739.6,51.7516299,23726.175,458.462373
739.7,51.7530083,23726.2274,458.451175
739.8,51.7434242,23721.4721,458.444187
739.9,51.7242819,23712.525,458.440873
740,51.6969634,23699.9923,458.440703
740.1,49.2626273,22627.8514,459.365082
740.2,20.6337426,9497.94245,470.351369
740.3,0.506193371,242,478.078169
740.4,0.506193482,242,478.078064
740.5,0.506193592,242,478.07796
740.6,0.506193703,242,478.077856
740.7,0.506193813,242,478.077751
740.8,0.506193924,242,478.077647
740.9,0.506194035,242,478.077542
741,0.506194145,242,478.077438
741.1,0.506194256,242,478.077334
741.2,0.506194366,242,478.077229
741.3,0.506194477,242,478.077125
741.4,0.506194587,242,478.07702
741.5,0.506194698,242,478.076916
741.6,0.506194808,242,478.076812
741.7,0.506194919,242,478.076707
741.8,0.506195029,242,478.076603
741.9,1.547049,738.676827,477.676703
742,4.29719016,2047.00892,476.620047
742.1,7.54712051,3586.77483,475.370853
742.2,11.6016183,5494.84324,473.811952
742.3,18.153945,8549.96022,471.292791
742.4,27.6178578,12904.9278,467.653931
742.5,38.2246475,17709.4135,463.574137
742.6,46.015323,21190.3869,460.573834
742.7,47.6920128,21934.3599,459.920327
742.8,44.5793741,20553.9744,461.106069
742.9,41.0038576,18962.2654,462.470246
743,40.1077175,18562.0542,462.806003
743.1,42.1760845,19484.5488,462.003269
743.2,45.6908808,21045.8958,460.64453
743.3,48.2572229,22181.1424,459.649371
743.4,49.3653253,22669.1903,459.213797
743.5,49.6609311,22798.8407,459.090077
743.6,49.6478862,22792.5924,459.08485
743.7,49.6402078,22788.7057,459.077565
743.8,49.6201909,22779.3901,459.07502
743.9,49.5717866,22757.5833,459.083383
744,49.5498281,22747.4143,459.081598
744.1,49.5587568,22750.837,459.067954
744.2,50.7520909,23274.4645,458.599374
744.3,51.7370772,23706.473,458.210575
744.4,51.7876384,23728.0855,458.180489
744.5,51.7781886,23723.3909,458.173443
744.6,51.7860301,23726.2749,458.159757
744.7,50.8040465,23294.7143,458.526264
744.8,38.1867381,17653.6603,463.362138
744.9,12.8403715,5996.85732,473.089883
745,0.506461859,242,477.824728
745.1,0.506461969,242,477.824624
745.2,0.50646208,242,477.824519
745.3,0.506462191,242,477.824415
745.4,0.506462301,242,477.82431
745.5,0.506462412,242,477.824206
745.6,0.506462523,242,477.824102
745.7,0.506462634,242,477.823997
745.8,0.506462744,242,477.823893
745.9,0.506462855,242,477.823788
746,0.506462966,242,477.823684
746.1,0.506463076,242,477.823579
746.2,0.506463187,242,477.823475
746.3,0.506463298,242,477.82337
746.4,0.506463409,242,477.823266
746.5,0.506463519,242,477.823162
746.6,1.02242366,488.258184,477.624875
746.7,3.5137374,1673.60856,476.667743
746.8,8.22293603,3901.90276,474.858201
746.9,17.5080021,8237.47109,471.290084
747,27.7687411,12970.2146,467.345293
747.1,34.3494713,15963.7959,464.81189
747.2,38.1506301,17676.047,463.344772
747.3,42.4230189,19583.9456,461.695869
747.4,45.8223191,21095.3559,460.381442
747.5,43.454224,20041.6285,461.281588
747.6,35.7985453,16610.2985,464.2132
747.7,23.8177746,11147.2602,468.807671
747.8,7.90890311,3728.02369,474.913408
747.9,0.506535725,242,477.755049
748,0.506535835,242,477.754945
748.1,0.506535946,242,477.75484
748.2,0.506536057,242,477.754736
748.3,0.506536168,242,477.754631
748.4,0.506536278,242,477.754527
748.5,1.50114512,716.319936,477.37239
748.6,4.98827579,2372.4161,476.032663
748.7,14.4008202,6787.57717,472.416247
748.8,30.1930496,14050.0166,466.347435
748.9,25.6691656,11972.0758,468.078848
749,7.35811383,3471.885,475.106888
749.1,0.506554781,242,477.737076
749.2,0.506554892,242,477.736971
749.3,0.506555003,242,477.736867
749.4,0.86723409,414.151934,477.598225
749.5,2.29450495,1094.2074,477.049827
749.6,4.77956849,2274.77359,476.094833
749.7,11.0123936,5209.30225,473.699801
749.8,20.9775569,9845.63943,469.869881
749.9,29.2808746,13660.8363,466.676226
750,21.6703213,10145.3728,469.593427
750.1,6.24948951,2954.8428,475.512148
750.2,0.506576355,242,477.716731
750.3,0.506576466,242,477.716626
750.4,0.8069409,385.369874,477.601151
750.5,2.37729026,1133.44059,476.997808
750.6,4.76444658,2267.71205,476.080404
750.7,9.6317222,4563.21921,474.209887
750.8,18.7274492,8804.12028,470.714204
750.9,26.6237053,12448.2927,467.677367
751,22.6228241,10602.9399,469.20863
751.1,7.92207519,3733.68213,474.850569
751.2,0.50659702,242,477.697244
751.3,0.843161458,402.634138,477.567864
751.4,2.83235702,1349.60841,476.803634
751.5,7.4373961,3529.87378,475.03424
751.6,13.8505339,6540.87076,472.569401
751.7,21.2633352,9982.05855,469.719266
751.8,28.1818683,13158.8665,467.057453
751.9,34.994237,16247.615,464.434991
752,39.3172143,18194.2871,462.767308
752.1,37.769929,17499.0873,463.35352
752.2,33.5660076,15605.2764,464.960473
752.3,30.6976817,14306.4703,466.055286
752.4,29.8821083,13935.8863,466.362222
752.5,29.39657,13714.682,466.542559
752.6,28.1848478,13162.1764,467.001925
752.7,27.5479033,12871.5035,467.240767
752.8,28.3268477,13226.6431,466.935893
752.9,32.9066762,15302.6239,465.170927
753,41.2682817,19055.6666,461.952425
753.1,47.6266386,21882.9432,459.501653
753.2,48.5121235,22274.2132,459.151717
753.3,42.6338389,19663.3722,461.399584
753.4,35.0703908,16279.2368,464.295939
753.5,30.6099278,14263.4295,466.001986
753.6,30.1455743,14052.8998,466.174639
753.7,34.5000172,16021.1449,464.497181
753.8,43.7647158,20160.5393,460.933199
753.9,49.2283066,22587.1989,458.827649
754,49.6683394,22780.417,458.650667
754.1,49.6217962,22759.5576,458.660498
754.2,49.5968692,22748.2009,458.662034
754.3,49.6034793,22750.7083,458.651462
754.4,50.9064195,23321.9291,458.142993
754.5,51.8664721,23742.708,457.76601
754.6,51.8319786,23727.1692,457.770857
754.7,51.8213691,23722.0886,457.766536
754.8,51.831325,23726.0128,457.754319
754.9,51.8328181,23726.2315,457.74535
755,51.8235129,23721.7222,457.740528
755.1,51.8043468,23712.8955,457.739495
755.2,51.7765103,23700.2728,457.741796
755.3,51.762179,23693.5636,457.738914
755.4,51.7677012,23695.5474,457.728408
755.5,51.7749881,23698.3039,457.717225
755.6,51.7763597,23698.4702,457.708312
755.7,51.7724132,23696.3081,457.701441
755.8,51.763699,23692.0588,457.696402
755.9,51.7507232,23685.9439,457.693001
756,51.6280854,23631.809,457.731722
756.1,47.2789497,21714.4336,459.39378
756.2,41.8700256,19320.0913,461.463587
756.3,40.2712533,18608.1715,462.070863
756.4,45.2255784,20804.106,460.161478
756.5,51.9481867,23767.3723,457.572126
756.6,54.230054,24766.1764,456.68729
756.7,50.6176103,23182.4531,458.065977
756.8,20.8313247,9569.0187,469.498124
756.9,7.05423035,3336.89173,474.78627
757,20.9805686,9825.61915,469.436286
757.1,35.0171004,16234.1353,464.041723
757.2,48.0672764,22047.3831,459.023726
757.3,54.0339894,24678.611,456.724239
757.4,54.2364706,24766.4182,456.637718
757.5,54.2375605,24766.4167,456.628515
757.6,23.5469473,10758.0932,468.40741
757.7,0.507068816,242,477.252776
757.8,0.507068903,242,477.252694
757.9,0.507068991,242,477.252611
758,0.507069078,242,477.252529
758.1,0.507069165,242,477.252447
758.2,0.507069253,242,477.252365
758.3,0.50706934,242,477.252283
758.4,0.507069427,242,477.252201
758.5,0.507069515,242,477.252118
758.6,0.507069602,242,477.252036
758.7,0.507069689,242,477.251954
758.8,0.507069776,242,477.251872
758.9,0.507069864,242,477.25179
759,0.507069951,242,477.251708
759.1,0.507070038,242,477.251625
759.2,0.507070126,242,477.251543
759.3,0.507070213,242,477.251461
759.4,0.5070703,242,477.251379
759.5,0.507070388,242,477.251297
759.6,0.507070475,242,477.251215
759.7,0.507070562,242,477.251132
759.8,0.507070649,242,477.25105
759.9,0.507070737,242,477.250968
760,0.507070824,242,477.250886
760.1,0.507070911,242,477.250804
760.2,0.507070999,242,477.250722
760.3,2.05294076,977.859288,476.6569
760.4,5.14847048,2446.85102,475.467634
760.5,8.35372126,3960.74659,474.235724
760.6,11.229054,5312.10002,473.13001
760.7,13.8057856,6517.67205,472.138518
760.8,15.7906447,7443.04829,471.373935
760.9,17.2674261,8129.40037,470.804173
761,18.5467799,8722.59613,470.310001
761.1,19.6912173,9252.14909,469.86744
761.2,21.156908,9928.676,469.301307
761.3,22.98677,10771.1486,468.595065
761.4,24.947568,11671.0433,467.838236
761.5,27.2800736,12737.4866,466.938324
761.6,30.5992022,14247.3765,465.659091
761.7,35.0356436,16252.57,463.950182
761.8,40.1901656,18563.7095,461.964754
761.9,41.1082693,18975.2561,461.605618
762,38.8820562,17980.7619,462.454005
762.1,39.9500962,18457.3333,462.037493
762.2,44.797583,20611.1667,460.169195
762.3,36.4496567,16855.4899,463.368219
762.4,12.4157039,5795.05488,472.593299
762.5,0.507161952,242,477.165133
762.6,2.40476687,1144.6797,476.436216
762.7,12.2436054,5766.60839,472.656916
762.8,19.3389462,9087.7703,469.929748
762.9,10.7175425,5047.52429,473.237932
763,1.92194886,915.004973,476.614417
763.1,0.50717007,242,477.157495
763.2,0.507170157,242,477.157413
763.3,4.63180009,2197.85425,475.573139
763.4,13.7393538,6475.57465,472.07435
763.5,24.2614109,11344.6673,468.030803
763.6,34.7595852,16117.9177,463.994724
763.7,35.544847,16477.7442,463.68749
763.8,28.4818795,13278.5232,466.394484
763.9,25.1003427,11739.1375,467.688654
764,25.4045438,11878.291,467.567751
764.1,29.3045875,13654.1695,466.065703
764.2,35.0369976,16249.5502,463.859247
764.3,39.1812304,18110.9898,462.261851
764.4,44.0576051,20279.8465,460.382582
764.5,48.0132299,22030.6437,458.856165
764.6,49.2592183,22578.9221,458.369828
764.7,48.837008,22392.8384,458.524012
764.8,43.8044368,20163.675,460.449016
764.9,36.2061988,16771.5369,463.36026
765,31.3419348,14580.1078,465.222667
765.1,29.617274,13798.0463,465.88
765.2,32.3329585,15026.7477,464.83216
765.3,42.363143,19510.9641,460.974519
765.4,20.95212,9616.78892,469.191224
765.5,0.507294667,242,477.040299
765.6,0.507294755,242,477.040217
765.7,2.20622463,1050.18578,476.387608
765.8,10.0487905,4744.41015,473.375071
765.9,25.425135,11853.9535,467.467681
766,42.4876515,19558.4569,460.910175
766.1,41.2666457,19020.1952,461.372258
766.2,15.3638368,7128.322,471.31435
766.3,6.75836409,3196.36783,474.61706
766.4,21.1625761,9899.81568,469.083582
766.5,38.4115849,17735.0206,462.455137
766.6,47.5356467,21815.4369,458.944537
766.7,39.5412305,18243.7971,462.007341
766.8,26.5965027,12409.426,466.97276
766.9,27.6815872,12905.84,466.551692
767,41.135324,18954.3219,461.379883
767.1,49.0027125,22460.2181,458.351506
767.2,48.250961,22128.8522,458.632302
767.3,42.3220888,19499.5709,460.901654
767.4,42.0706428,19390.8905,460.991374
767.5,48.8030944,22366.1996,458.398753
767.6,51.9370862,23744.968,457.187142
767.7,51.9053669,23730.662,457.190912
767.8,51.8890438,23723.0883,457.188774
767.9,51.8953891,23725.4266,457.177932
768,51.899195,23726.6545,457.168065
768.1,51.8916651,23722.926,457.162551
768.2,51.8741102,23714.8143,457.160888
768.3,51.8478653,23702.9031,457.162566
768.4,51.8288662,23694.1604,457.161465
768.5,51.8311554,23694.7262,457.152191
768.6,51.8396764,23698.0167,457.140523
768.7,51.8421425,23698.6597,457.131179
768.8,51.8391646,23696.9224,457.123925
768.9,51.8313044,23693.0506,457.118548
769,51.8190694,23687.2662,457.114851
769.1,51.8029469,23679.7824,457.11265
769.2,51.7848234,23671.4238,457.111221
769.3,53.209628,24292.5562,456.555592
769.4,54.2896314,24763.2471,456.132165
769.5,54.2957656,24765.4397,456.121015
769.6,54.2991716,24766.4447,456.110913
769.7,54.3001203,24766.3801,456.101753
769.8,40.8167152,18775.2258,461.271677
769.9,13.4519029,6260.58862,471.77537
770,0.507609051,242,476.744848
770.1,0.507609138,242,476.744766
770.2,0.507609226,242,476.744684
770.3,0.507609313,242,476.744602
770.4,0.507609401,242,476.744519
770.5,0.507609489,242,476.744437
770.6,0.507609576,242,476.744355
770.7,0.507609664,242,476.744273
770.8,0.507609751,242,476.74419
770.9,0.507609839,242,476.744108
